,domLoadTime,networkTime,pageLoadTime,searchTime,url
93,1639.0,367.0,4.0,1923.0,http://www.nate.com
94,2388.0,1626.0,2.0,3980.0,http://www.baidu.com
95,1105.0,1012.0,1.0,1291.0,http://www.google.com
96,845.0,650.0,0.0,985.0,http://www.bing.com
97,1304.0,1009.0,0.0,1430.0,http://www.yahoo.co.jp
98,1526.0,249.0,50.0,1759.0,http://www.naver.com
99,1653.0,331.0,2.0,1901.0,http://www.daum.net
100,2004.0,347.0,6.0,2308.0,http://www.nate.com
101,2536.0,1828.0,5.0,4085.0,http://www.baidu.com
102,666.0,594.0,1.0,828.0,http://www.google.com
